SimpleFX;St. Vincent and Grenadines;CFD Broker;No;Yes;Online
MXC;Singapore;Exchange;No;Yes;Online
MyCoinStory (MCS);Singapore;Derivatives Exchange;No;No;Online
MyEtherSwap;Unknown;Exchange;Yes;Unknown;Offline
Mylocalcoin;Unknown;Exchange;No;No;Offline
N.exchange;United Kingdom;Buy/Sell platform;No;Yes;Online
Nanex;Country not disclosed;Exchange;No;Unknown;Offline
Nanu;Brazil;Exchange;No;Unknown;Discontinued
Narkasa;Turkey;Exchange;No;In development;Online
Nash Exchange (NEX);Liechtenstein;Exchange;Yes;Yes;Online
Nauticus;Australia;Exchange;No;Unknown;Online
Ndax IO;Canada;Buy/Sell platform;No;Yes;Online
nDEX;Worldwide (Decentralized);Exchange;Yes;Unknown;Online
NegocieCoins;Brazil;Exchange;No;Unknown;Online
Neraex;Japan;Exchange;No;Unknown;Online
Nessie;Panama;Exchange;No;Unknown;Online
Netcoins;Canada;Buy/Sell platform;No;Yes;Online
NeuronEx;United States of America;P2P Exchange;;Yes;Online
NewCash;Brazil;Buy/Sell platform;No;No;Online
Newdex;Hong Kong;Exchange;Yes;No;Online
Newton;Canada;Exchange;No;No;Online
Nexchanges;India;Exchange;No;Unknown;Offline
Nexo;Malta;Lending Platform;No;No;Online
NextExchange;Netherlands;Exchange;Yes;Unknown;Online
NFT Showroom;Worldwide (Decentralized);NFT Marketplace;Yes;No;Online
NFTX;Worldwide (Decentralized);NFT Index Fund protocol;Yes;No;Online
Nifty Gateway;United States of America;NFT Marketplace;No;No;Online
NIOC Exchange;Estonia;Exchange;No;Yes;Discontinued
NiubiSwap;Worldwide (Decentralized);Coin Converter (Swaps);Yes;No;Online
NLexch;Netherlands;Exchange;No;No;Online
Nocks;Netherlands;Buy/Sell platform;No;Unknown;Online
Nominex;Seychelles;Exchange;;Yes;Online
Nova DAX;Brazil;Buy/Sell platform;No;No;Online
Novaexchange;Sweden;Exchange;No;Unknown;Discontinued
Nuex;Italy;Exchange;No;No;Online
Numex;Seychelles;Exchange;No;Unknown;Online
NuMoney;Indonesia;Exchange;No;No;Online
Nusax;Indonesia;Exchange;No;No;Online
NVO;Country not disclosed;Exchange;Yes;Unknown;Offline
Nxt;Switzerland;Exchange;Yes;No;Online
Oasis Direct;Netherlands Antilles;Exchange;Yes;Unknown;Online
Oasis Trade;Worldwide (Decentralized);Exchange;Yes;Unknown;Online
OAX;Hong Kong;Exchange;Yes;Unknown;Online
Oceanex;Cayman Islands;Exchange;No;Unknown;Online
Octabis;Latvia;Lending Platform;No;No;Online
Octaex;Unknown;Exchange;No;Unknown;Offline
OEX;China;Exchange;No;Unknown;Online
OKCoin International;China;Exchange;No;Unknown;Online
OKCoin.cn;China;Exchange;No;Unknown;Offline
OKEx;Malta;Exchange;No;Unknown;Online
Omega One;United States of America;Exchange;No;Unknown;Offline
Omgfin;Estonia;Exchange;No;Yes;Online
Omicrex;Greece;Exchange;No;Unknown;Online
OmiseGO;Thailand;Exchange;Yes;Unknown;Online
Omni DEX;Worldwide (Decentralized);Exchange;Yes;Unknown;Online
One Step Exchange;Worldwide (Decentralized);Coin Converter (Swaps);Yes;No;Online
OneChain DEX;China;Exchange;Yes;Unknown;Online
Onepagex;Country not disclosed;Coin Converter (Swaps);No;No;Online
Oodlebit;United States of America;Exchange;No;Yes;Online
OOOBTC;Singapore;Exchange;No;Unknown;Online
Open Collectors Network;Romania;Exchange;Yes;Unknown;Offline
Open Relay;United States of America;Relayer;Yes;Unknown;Online
Open Trading Network;Russian Federation;Exchange;Yes;Unknown;Offline
openANX;Hong Kong;Exchange;Yes;Unknown;Offline
OpenLedger DEX;Denmark;Exchange;Yes;Unknown;Online
OpenSea;United States of America;NFT Marketplace;Yes;Yes;Online
opium network;Netherlands;Exchange Protocol;No;No;Online
Option Pool;Singapore;Derivatives Exchange;No;Unknown;Online
Orderbook;United States of America;Exchange;Yes;Unknown;Online
Ore.Bz;Russian Federation;Exchange;No;Unknown;Offline
Orionx;Chile;Exchange;No;Unknown;Online
OROM;Country not disclosed;Exchange;No;No;Online
OSL;Hongkong;Exchange;No;No;Online
OTCBTC;Taiwan;Exchange;No;Unknown;Online
Ourox;United States of America;Exchange;No;Unknown;Offline
Overbit;Seychelles;Derivatives Exchange;No;Yes;Online
OVEX;South Africa;Exchange;No;Yes;Online
Ovis;Turkey;Exchange;No;Unknown;Online
p2pb2b;Estonia;Exchange;Yes;Yes;Online
Pagcripto;Brazil;Buy/Sell platform;No;Unknown;Online
Palitanx;Philippines;Exchange;No;Unknown;Offline
PancakeSwap;Japan;Exchange;Yes;No;Online
Pangolin Exchange;Worldwide (Decentralized);Exchange;Yes;No;Online
Panxora;Hong Kong;Exchange;No;Unknown;Online
Paradex;Country not disclosed;Exchange;Yes;Unknown;Online
Paradigm;United States of America;Exchange;Yes;Unknown;Online
ParaSwap;France;Aggregation Platform;Yes;No;Online
PardoX Exchange;Worldwide (Decentralized);Exchange;No;In development;Online
Paribu;Turkey;Buy/Sell platform;No;Unknown;Online
Passive Digital Asset;Croatia;Investment Fund;No;No;Online
Pavillion Hub;Australia;NFT Marketplace;Yes;No;Online
PawnHub;Hong Kong;Lending Platform;No;Yes;Online
Paxforex;United Kingdom;CFD Broker;No;Yes;Online
Paxful;United States of America;Buy/Sell platform;No;Yes;Online
Paybis;United Kingdom;Buy/Sell platform;No;Yes;Online
PayBito;United States of America;Exchange;No;Unknown;Online
PayCml;Turkey;Exchange;No;No;Online
Paymium;France;Exchange;No;Yes;Online
PCEX MEMBER;Worldwide (Decentralized);Exchange;;Yes;Online
PEAKDEFI;United Arab Emirates;Investment Fund;Yes;No;Online
Pepperstone;Australia;CFD Broker;No;Yes;Online
Phemex;Singapore;Derivatives Exchange;No;Yes;Online
PicoStocks;Country not disclosed;Exchange;No;No;Online
pixEOS;United States of America;NFT Marketplace;Yes;No;Online
Plaak;Australia;Exchange;Yes;Unknown;Online
Plus500;United Kingdom;CFD Broker;No;Unknown;Online
Plutus DEX;United Kingdom;Exchange;No;Unknown;Online
Polkadex;Switzerland;Exchange;Yes;No;Online
Polkaswap;Worldwide (Decentralized);Exchange;Yes;No;Online
Poloni DEX;Cayman Islands;Exchange;Yes;No;Online
Poloniex;United States of America;Exchange;No;Unknown;Online
Portion;United States of America;NFT Marketplace;Yes;No;Online
PowerIndex;Worldwide (Decentralized);Index Fund;;No;Online
Prime;Worldwide (Decentralized);Exchange;Yes;Unknown;Offline
PrimeBit;Saint Vincent and Grenadines;P2P Exchange;No;Unknown;Online
PrimeXBT;Seychelles;Exchange;No;Yes;Online
Prism;Switzerland;Exchange;Yes;Unknown;Offline
ProBit Exchange;South Korea;Exchange;No;Yes;Online
ProBitEX;Belarus;Exchange;No;No;Online
Pungo Cash;Panama;Buy/Sell platform;No;Unknown;Online
PurCow;China;Exchange;No;No;Online
QB;United Kingdom;Exchange;No;Unknown;Online
QBTC;Country not disclosed;Exchange;No;Unknown;Offline
Qiex;Hong Kong;Exchange;No;Unknown;Online
Qryptos;Unknown;Exchange;No;Unknown;Offline
qTrade;United States of America;Exchange;No;Yes;Online
QuadrigaCX;Canada;Exchange;No;Unknown;Discontinued
QUANTA;Singapore;Exchange;Yes;Unknown;Online
Quedex;Gibraltar;Derivatives Exchange;No;Unknown;Online
QueenDex Exchange;Bangladesh;Exchange;No;Yes;Online
QuickSwap;Worldwide (Decentralized);Exchange;Yes;No;Online
QUME;Bahrain;Derivatives Exchange;No;Unknown;Online
QUUBE Exchange;Singapore;Exchange;No;Unknown;Online
Radar Relay;United States of America;Exchange;Yes;Unknown;Online
Radex;Country not disclosed;Exchange;Yes;Unknown;Online
Raiden;Liechtenstein;Exchange Protocol;Yes;Unknown;Online
Raidex;Liechtenstein;Exchange;Yes;Unknown;Online
Rain;Bahrain;Exchange;No;No;Online
Raisex;Malta;Exchange;No;Unknown;Online
Rakuten;Japan;Exchange;No;No;Online
Ramp;United Kingdom;Coin Converter (Swaps);No;No;Online
Rari Capital;United Arab Emirates;Yield Aggregator;Yes;No;Online
Rarible;United States of America;NFT Marketplace;Yes;No;Online
Redot.com;Estonia;Exchange;No;Yes;Online
Rektex;Worldwide (Decentralized);Exchange;Yes;Unknown;Offline
Relayer Network;United States of America;Relayer;Yes;Unknown;Online
Reminato;Seychelles;Buy/Sell platform;No;Unknown;Online
Ren;British Virgin Islands;Exchange Protocol;Yes;No;Online
Republic Protocol;Country not disclosed;Exchange;Yes;Unknown;Online
RES FINEX;British Virgin Islands;Exchange;No;Unknown;Online
Resistance;Cayman Islands;Exchange;Yes;No;Online
Revolut;Unknown;Buy/Sell platform;No;Yes;Online
Rfinex;China;Exchange;No;Unknown;Online
Richamster;Ukraine;Exchange;No;Yes;Online
RightBTC;United Arab Emirates;Exchange;No;Unknown;Online
RigoBlock;Switzerland;Exchange;Yes;Unknown;Online
Ripio;Country not disclosed;Buy/Sell platform;No;Yes;Online
Rippex;Unknown;Exchange;No;Unknown;Offline
Ripple China;China;Coin Converter (Swaps);No;Unknown;Online
RippleFox;China;Exchange;No;Unknown;Online
Robinhood;United States of America;Exchange;No;Unknown;Online
RuDEX;Russian Federation;Exchange;Yes;Unknown;Online
Safecoin;Unknown;Exchange;No;No;Online
Safello;Sweden;Buy/Sell platform;No;No;Online
SafeSwap Online;Netherlands;Yield Aggregator;Yes;In development;Online
SafeTrade;Hong Kong;Exchange;No;No;Online
Satang;Thailand;Exchange;No;Unknown;Online
SatoExchange;Country not disclosed;Exchange;No;Yes;Online
SATOS;Netherlands;Buy/Sell platform;No;Yes;Online
Satowallet;United Arab Emirates;Exchange;No;No;Offline
Saturn;Worldwide (Decentralized);Exchange;Yes;Unknown;Online
SBI;Japan;Exchange;No;No;Online
Scalpex;Worldwide (Decentralized);Derivatives Exchange;No;Yes;Online
SDEX;United States of America;Exchange;Yes;Unknown;Offline
SecondBTC;Singapore;Exchange;No;No;Online
Seed CX;United States of America;Exchange;No;No;Online
Set Protocol;United States of America;Exchange Protocol;No;Unknown;Online
Settle;Country not disclosed;Exchange;Yes;Unknown;Offline
Shakepay;Canada;Exchange;No;No;Online
Shapeshift;United Kingdom;Coin Converter (Swaps);No;Yes;Online
Shardax;United Kingdom;Exchange;No;Unknown;Online
Shark Relay;United States of America;Exchange;Yes;Unknown;Online
Sherolex;British Virgin Islands;Exchange;No;No;Online
Shiftal P2P Crypto Exchange;Worldwide (Decentralized);Exchange;;Yes;Online
ShorelineCrypto;United States of America;Exchange;No;No;Online
Shortex;Cayman Islands;Exchange;No;No;Online
ShortHop;United States of America;Coin Converter (Swaps);No;Yes;Online
Sideshift AI;Country not disclosed;Coin Converter (Swaps);No;Yes;Online
SIGN ART;Worldwide (Decentralized);Exchange;Yes;No;Online
Simex;United States of America;Exchange;No;Unknown;Online
SimpleDEX;Country not disclosed;Exchange;Yes;Unknown;Offline
SimpleFX;St. Vincent & Grenadines;CFD Broker;No;Yes;Online
SimpleSwap;Malta;Coin Converter (Swaps);No;Yes;Online
SingularX;Switzerland;Exchange;Yes;No;Online
Sistemkoin;Turkey;Exchange;No;Yes;Online
SIX Swiss Exchange;Switzerland;Stock Exchange;No;Unknown;Online
Smart Valor;Switzerland;Security Token Exchange;No;No;Online
Sofi;United States of America;CFD Broker;No;Yes;Online
SouthXchange;Argentina;Exchange;No;No;Online
SpaceSeven;Switzerland;NFT Marketplace;Yes;No;Online
Sparkswap;United States of America;Exchange;Yes;No;Discontinued
Spectre;Cayman Islands;Exchange;No;Yes;Online
Spero Exchange;Brazil;Exchange;No;No;Online
stableDEX;Estonia;Exchange;Yes;Yes;Online
Stakecenter;Worldwide (Decentralized);Exchange;No;No;Online
STAR BITEX;Taiwan;Exchange;Yes;Unknown;Online
StealthEX;Worldwide (Decentralized);Exchange;No;Yes;Online
Stellar Term;United States of America;Exchange;Yes;No;Online
Stellar;United States of America;Exchange;Yes;Unknown;Online
Stellarport;United States of America;Exchange;Yes;Unknown;Online
Stellarswap;Worldwide (Decentralized);Coin Converter (Swaps);Yes;Unknown;Online
StellarX;United States of America;Exchange;No;Unknown;Online
Stex;Estonia;Exchange;No;Unknown;Online
Stinex;Country not disclosed;Exchange;No;Unknown;Offline
Stocks.Exchange;Estonia;Exchange;No;Unknown;Offline
Stratum;Hong Kong;Exchange;No;Unknown;Online
Streamity;Singapore;Exchange;Yes;Unknown;Online
Stronghold;United States of America;Exchange;No;Unknown;Online
STX.SWISS;Country not disclosed;Security Token Exchange;Yes;;Online
Sugar Exchange;Country not disclosed;Exchange;No;Unknown;Online
SuperRare;United States of America;NFT Marketplace;No;No;Online
SupremeDCX;Country not disclosed;Exchange;No;No;Offline
SurBitcoin;Venezuela;Buy/Sell platform;No;Unknown;Online
SwapDex;Worldwide (Decentralized);Exchange;Yes;No;Online
Swapp;Worldwide (Decentralized);Aggregation Platform;Yes;No;Online
SwapSpace;Malta;Coin Converter (Swaps);No;Yes;Online
SwapSwop;Seychelles;Coin Converter (Swaps);No;In development;Online
Swapzone;Worldwide (Decentralized);Aggregation Platform;No;Yes;Online
SWFT;Country not disclosed;Buy/Sell platform;No;No;Online
Swiftex;Country not disclosed;Exchange;No;No;Online
Switch;Worldwide (Decentralized);Coin Converter (Swaps);Yes;No;Online
Switchain;Marshall Islands;Coin Converter (Swaps);No;Yes;Online
SwitchDEX;Worldwide (Decentralized);Exchange;Yes;No;Online
Switcheo Network;Singapore;Exchange;Yes;No;Online
Switcheo;Singapore;Exchange;Yes;No;Online
Swoop Exchange;Worldwide (Decentralized);Exchange;Yes;No;Online
SynchroBit;United Kingdom;Exchange;No;Unknown;Online
Synthetix.Exchange;Worldwide (Decentralized);Exchange;Yes;No;Online
Synthetix;Australia;Exchange Protocol;No;No;Online
Tagomi;United States of America;Aggregation Platform;No;No;Online
Taotao;Japan;Exchange;No;No;Online
Tarmex;United States of America;Exchange;No;In development;Online
Tassat;United States of America;Derivatives Exchange;No;Unknown;Online
TCC Exchange;Unknown;Exchange;No;No;Offline
Tera Exchange;United States of America;Derivatives Exchange;No;Unknown;Online
Ternion Exchange;Estonia;Exchange;No;Yes;Online
Terrexa;Cyprus;Buy/Sell platform;No;Yes;Online
The Bitwise 10 Index Offshore Fund;United States of America;Index Fund;No;No;Online
The Bitwise Bitcoin Fund;United States of America;Index Fund;;No;Online
The Bitwise Ethereum Fund;United States of America;Index Fund;;No;Online
The Champ Coin Exchange;Country not disclosed;Exchange;No;Unknown;Offline
The Ocean;United States of America;Exchange;No;No;Online
The Pit;Luxembourg;Exchange;No;Yes;Online
The Rock Trading;Italy;Exchange;No;Unknown;Online
The World Exchange;Worldwide (Decentralized);Exchange;Yes;No;Online
TheCoin;Country not disclosed;Exchange;No;No;Online
Thodex;Turkey;Exchange;No;Yes;Online
Thore Exchange;Country not disclosed;Exchange;No;No;Online
ThoreCash;Switzerland;Lending Platform;No;No;Online
THORSwap;Worldwide (Decentralized);Coin Converter (Swaps);Yes;No;Online
Tidebit;Hong Kong;Exchange;No;Yes;Online
Tidex;United Kingdom;Exchange;No;Unknown;Online
Timex;Australia;Exchange;No;No;Online
Tokedo;Isle of Man;Exchange;Yes;Unknown;Online
Token Changer;United Kingdom;Coin Converter (Swaps);Yes;Unknown;Online
Token Store;Worldwide (Decentralized);Exchange;Yes;No;Online
Tokena;Country not disclosed;Exchange;Yes;Unknown;Online
Tokenjar;Singapore;Exchange;Yes;Unknown;Online
Tokenlon;Singapore;Exchange;Yes;Unknown;Online
Tokenmom;South Korea;Exchange;Yes;Yes;Online
Tokenomy;Singapore;Exchange;No;Yes;Online
Tokens;United Kingdom;Exchange;No;Unknown;Online
Tokok;China;Exchange;No;Yes;Online
TOKPIE;Hong Kong;Exchange;No;Yes;Online
Toma Exchange;South Korea;Exchange;No;No;Offline
TOPBTC;Malta;Exchange;No;Unknown;Online
Totle;United States of America;Exchange;Yes;No;Online
Trade By Trade;Vanuatu;Exchange;No;Unknown;Online
Trade Crypto King;United States of America;Exchange;No;Unknown;Online
Trade Satoshi;Hong Kong;Exchange;No;Unknown;Discontinued
Trade.com;Cyprus;CFD Broker;No;Yes;Online
Trade.io;Hong Kong;Exchange;No;Unknown;Online
Tradebits;Netherlands;Exchange;No;Unknown;Online
TradeOgre;Singapore;Exchange;No;Unknown;Online
TRGC;Netherlands;Investment Fund;No;No;Online
TRIBTC;Seychelles;Derivatives Exchange;No;Unknown;Online
Trident Crypto Fund;United Arab Emirates;Investment Fund;No;Unknown;Online
Tripe Dice Exchange;Singapore;Exchange;No;Unknown;Discontinued
Troca.ninja;South Korea;Exchange;No;Unknown;Offline
TROY;China;Exchange;No;No;Online
TrueBit;Country not disclosed;Exchange;Yes;Unknown;Online
TTNEX;India;Exchange;No;Yes;Online
TUNATRADES;Worldwide (Decentralized);Exchange;No;No;Online
Turtle Decentralized Exchange;Worldwide (Decentralized);Exchange;Yes;No;Online
TURUKO;Turkey;Buy/Sell platform;No;Unknown;Online
Tux Exchange;Canada;Exchange;No;No;Online
txbit.io;Netherlands;Exchange;No;Unknown;Online
TychExchange;Estonia;Exchange;No;In development;Online
TYSLIN;Singapore;Exchange;No;Yes;Online
UberDelta;Unknown;Exchange;No;Unknown;Offline
Ubit;Country not disclosed;Exchange;No;No;Online
UbiTok.io;Country not disclosed;Exchange;Yes;Unknown;Online
UEX;United States Virgin Islands;Exchange;No;Unknown;Offline
UIOEX;South Korea;Exchange;No;Unknown;Online
Ukex;United Kingdom;Exchange;No;No;Online
UniDAX;Singapore;Exchange;No;No;Online
Uniswap;Worldwide (Decentralized);Exchange Protocol;Yes;No;Online
Unnamed Exchange;Country not disclosed;Exchange;No;;Online
UNOCOIN;India;Exchange;No;Unknown;Online
Upbit;South Korea;Exchange;No;Unknown;Online
UpCoin;United Kingdom;Exchange;No;Unknown;Online
Upex;Bahrain;Exchange;No;Unknown;Online
Uphold;United States of America;Buy/Sell platform;No;No;Online
UrduBit;Pakistan;Exchange;No;Unknown;Offline
Utex;Russian Federation;Exchange;No;No;Online
VALR;South Africa;Buy/Sell platform;No;Yes;Online
ValueCash;Unknown;Exchange;No;Unknown;Offline
VantageX;Country not disclosed;Exchange;No;Unknown;Online
VariabL;Country not disclosed;Exchange;Yes;Unknown;Online
Vauld;Singapore;Buy/Sell Platform;No;No;Online
VaultMex;Unknown;Exchange;No;Unknown;Offline
Vaultoro;Switzerland;Commodities Exchange;No;No;Online
VBTC;Vietnam;Buy/Sell platform;No;Unknown;Online
VC Trade;Japan;Exchange;No;No;Online
Vebitcoin;Turkey;Exchange;No;Unknown;Online
Veil;Country not disclosed;Exchange;No;No;Online
Velcron;Hong Kong;Exchange;No;Unknown;Offline
Vertex Market;United Kingdom;Buy/Sell platform;No;Unknown;Online
VinDAX;Country not disclosed;Exchange;No;No;Online
Vinex Network;Singapore;Exchange;No;No;Online
VirgoCX;Canada;Exchange;No;Yes;Online
Virtuse Exchange;Singapore;Exchange;No;Unknown;Online
ViteX;Worldwide (Decentralized);Exchange;Yes;Yes;Online
Volentix;Cayman Islands;Exchange;Yes;Yes;Online
Voyager;Canada;Aggregation Platform;No;Unknown;Online
Wadax;Country not disclosed;Exchange;No;No;Online
Wanchain;China;Exchange;Yes;Unknown;Online
WandX;Country not disclosed;Exchange;Yes;Unknown;Online
Waves Decentralized Exchange;Switzerland;Exchange;Yes;No;Online
WazirX;India;Exchange;No;No;Online
WBB Exchange;Estonia;Exchange;No;Yes;Online
weiDex;Bulgaria;Exchange;Yes;No;Online
WEX;New Zealand;Exchange;No;Unknown;Offline
WhiteBIT;Estonia;Exchange;No;Yes;Online
WixExchange;Hong Kong;Exchange;No;Unknown;Online
Wollito;Seychelles;Exchange;No;No;Online
Wunderbit;Estonia;Buy/Sell platform;No;Yes;Online
Wyvern;Worldwide (Decentralized);Exchange;Yes;Unknown;Online
Xapo;United States of America;Buy/Sell platform;No;No;Online
xBTCe;Russian Federation;Exchange;No;Unknown;Online
XBTPro;Saint Vincent and Grenadines;Exchange;No;Yes;Online
XBTS;Worldwide (Decentralized);Exchange;Yes;Yes;Online
Xcalibra;British Virgin Islands;Exchange;No;No;Online
XCH4NGE;United Kingdom;Buy/Sell platform;No;No;Online
xChain;United States of America;Exchange;Yes;No;Online
Xcoins;United States of America;Buy/Sell platform;No;Yes;Online
Xena Exchange;United Kingdom;Exchange;No;No;Online
Xeno NFT Hub;Hongkong;NFT Marketplace;Yes;No;Online
XPA Exchange;Hong Kong;Exchange;Yes;Unknown;Online
XPOP;South Korea;NFT Marketplace;Yes;No;Online
xRapid;United States of America;Exchange Protocol;No;Unknown;Online
XTB;United Kingdom;CFD Broker;No;No;Online
Yeahex;Seychelles;Exchange;No;No;Online
Yearn Finance;Worldwide (Decentralized);Yield Aggregator;Yes;No;Online
YLDswap;Worldwide (Decentralized);Exchange;Yes;No;Online
YoBit;Russian Federation;Exchange;No;Unknown;Online
YOOBTC;Australia;Exchange;No;Yes;Online
YouDEX;Russian Federation;Exchange;Yes;Unknown;Offline
YouHodler;Cyprus;Exchange;No;Yes;Online
YouStock;United States of America;Exchange;Yes;Unknown;Online
YUNBI;China;Exchange;No;Unknown;Online
Yunex;China;Exchange;No;Unknown;Online
Zaif;Japan;Exchange;No;Unknown;Online
ZB.cn;China;Exchange;No;Unknown;Offline
ZB.COM;Samoa;Exchange;No;Unknown;Online
ZBG;Hong Kong;Exchange;No;No;Online
ZBX;Malta;Exchange;No;No;Online
ZDEX Exchange;Worldwide (Decentralized);Exchange;Yes;Unknown;Online
Zebpay;Malta;Exchange;No;Unknown;Online
Zecoex.com;India;Exchange;No;Unknown;Offline
Zero Exchange;Country not disclosed;Coin Converter (Swaps);Yes;Unknown;Online
Zeus;Singapore;Exchange;No;Unknown;Online
ZigZag;Country not disclosed;Coin Converter (Swaps);No;Unknown;Online
Zip Exchange;Unknown;Exchange;No;Unknown;Offline
Zipmex;Australia;Exchange;No;Yes;Online
zkSync;Germany;Coin Converter (Swaps);No;No;Online
ZUBR;Saint Vincent and Grenadines;Derivatives Exchange;No;No;Online
